H1 Heading,Source File Path,Author,TestUrl,BaseUrl,Message,Passed
North America Transit Coverage,https://github.com/MicrosoftDocs/bingmaps-docs/blob/master/BingMaps/coverage/transit-coverage/north-america.md,richbrun,https://review.docs.microsoft.com/en-us/BingMaps/coverage/transit-coverage/north-america?branch=master,,"The following referenced link [http://www.ridecarta.com/] supports HTTPS. Please change the link to use HTTPS.
 Link Text: [Charleston Area Regional Transportation Authority],
 URL: ""http://www.ridecarta.com/""",False
North America Transit Coverage,https://github.com/MicrosoftDocs/bingmaps-docs/blob/master/BingMaps/coverage/transit-coverage/north-america.md,richbrun,https://review.docs.microsoft.com/en-us/BingMaps/coverage/transit-coverage/north-america?branch=master,,"The following referenced link [http://www.acerail.com/] supports HTTPS. Please change the link to use HTTPS.
 Link Text: [Altamont Corridor Express],
 URL: ""http://www.acerail.com/""",False
North America Transit Coverage,https://github.com/MicrosoftDocs/bingmaps-docs/blob/master/BingMaps/coverage/transit-coverage/north-america.md,richbrun,https://review.docs.microsoft.com/en-us/BingMaps/coverage/transit-coverage/north-america?branch=master,,"The following referenced link [http://frta.org/] supports HTTPS. Please change the link to use HTTPS.
 Link Text: [FRTA],
 URL: ""http://frta.org/""",False
North America Transit Coverage,https://github.com/MicrosoftDocs/bingmaps-docs/blob/master/BingMaps/coverage/transit-coverage/north-america.md,richbrun,https://review.docs.microsoft.com/en-us/BingMaps/coverage/transit-coverage/north-america?branch=master,,"The following referenced link [http://nrtawave.com/] supports HTTPS. Please change the link to use HTTPS.
 Link Text: [the WAVE - Nantucket Regional Transit Authority],
 URL: ""http://nrtawave.com/""",False
North America Transit Coverage,https://github.com/MicrosoftDocs/bingmaps-docs/blob/master/BingMaps/coverage/transit-coverage/north-america.md,richbrun,https://review.docs.microsoft.com/en-us/BingMaps/coverage/transit-coverage/north-america?branch=master,,"The following referenced link [http://www.alcatrazcruises.com/index.aspx] supports HTTPS. Please change the link to use HTTPS.
 Link Text: [HF],
 URL: ""http://www.alcatrazcruises.com/index.aspx""",False
North America Transit Coverage,https://github.com/MicrosoftDocs/bingmaps-docs/blob/master/BingMaps/coverage/transit-coverage/north-america.md,richbrun,https://review.docs.microsoft.com/en-us/BingMaps/coverage/transit-coverage/north-america?branch=master,,"The following referenced link [http://www.charmcitycirculator.com/] supports HTTPS. Please change the link to use HTTPS.
 Link Text: [Charm City Circulator],
 URL: ""http://www.charmcitycirculator.com/""",False
North America Transit Coverage,https://github.com/MicrosoftDocs/bingmaps-docs/blob/master/BingMaps/coverage/transit-coverage/north-america.md,richbrun,https://review.docs.microsoft.com/en-us/BingMaps/coverage/transit-coverage/north-america?branch=master,,"The following referenced link [http://www.michiganflyer.com/Home.aspx] supports HTTPS. Please change the link to use HTTPS.
 Link Text: [Michigan Flyer],
 URL: ""http://www.michiganflyer.com/Home.aspx""",False
North America Transit Coverage,https://github.com/MicrosoftDocs/bingmaps-docs/blob/master/BingMaps/coverage/transit-coverage/north-america.md,richbrun,https://review.docs.microsoft.com/en-us/BingMaps/coverage/transit-coverage/north-america?branch=master,,"The following referenced link [http://www.calgarytransit.com/] supports HTTPS. Please change the link to use HTTPS.
 Link Text: [Calgary Transit],
 URL: ""http://www.calgarytransit.com/""",False
North America Transit Coverage,https://github.com/MicrosoftDocs/bingmaps-docs/blob/master/BingMaps/coverage/transit-coverage/north-america.md,richbrun,https://review.docs.microsoft.com/en-us/BingMaps/coverage/transit-coverage/north-america?branch=master,,"The following referenced link [http://www.njtransit.com/] supports HTTPS. Please change the link to use HTTPS.
 Link Text: [NJ TRANSIT BUS],
 URL: ""http://www.njtransit.com/""",False
North America Transit Coverage,https://github.com/MicrosoftDocs/bingmaps-docs/blob/master/BingMaps/coverage/transit-coverage/north-america.md,richbrun,https://review.docs.microsoft.com/en-us/BingMaps/coverage/transit-coverage/north-america?branch=master,,"The following referenced link [http://www.ojaitrolley.com/] supports HTTPS. Please change the link to use HTTPS.
 Link Text: [Ojai Trolley Service],
 URL: ""http://www.ojaitrolley.com/""",False
North America Transit Coverage,https://github.com/MicrosoftDocs/bingmaps-docs/blob/master/BingMaps/coverage/transit-coverage/north-america.md,richbrun,https://review.docs.microsoft.com/en-us/BingMaps/coverage/transit-coverage/north-america?branch=master,,"The following referenced link [http://www.thebus.org/] supports HTTPS. Please change the link to use HTTPS.
 Link Text: [TheBus],
 URL: ""http://www.thebus.org/""",False
North America Transit Coverage,https://github.com/MicrosoftDocs/bingmaps-docs/blob/master/BingMaps/coverage/transit-coverage/north-america.md,richbrun,https://review.docs.microsoft.com/en-us/BingMaps/coverage/transit-coverage/north-america?branch=master,,"The following referenced link [http://www.angelislandferry.com/] supports HTTPS. Please change the link to use HTTPS.
 Link Text: [AT],
 URL: ""http://www.angelislandferry.com/""",False
North America Transit Coverage,https://github.com/MicrosoftDocs/bingmaps-docs/blob/master/BingMaps/coverage/transit-coverage/north-america.md,richbrun,https://review.docs.microsoft.com/en-us/BingMaps/coverage/transit-coverage/north-america?branch=master,,"The following referenced link [http://www.driveless.com/burlink/] supports HTTPS. Please change the link to use HTTPS.
 Link Text: [Cross County Connection],
 URL: ""http://www.driveless.com/burlink/""",False
North America Transit Coverage,https://github.com/MicrosoftDocs/bingmaps-docs/blob/master/BingMaps/coverage/transit-coverage/north-america.md,richbrun,https://review.docs.microsoft.com/en-us/BingMaps/coverage/transit-coverage/north-america?branch=master,,"The following referenced link [http://www.wegoniagarafalls.com/] supports HTTPS. Please change the link to use HTTPS.
 Link Text: [Niagara Parks Commission WeGo],
 URL: ""http://www.wegoniagarafalls.com/""",False
North America Transit Coverage,https://github.com/MicrosoftDocs/bingmaps-docs/blob/master/BingMaps/coverage/transit-coverage/north-america.md,richbrun,https://review.docs.microsoft.com/en-us/BingMaps/coverage/transit-coverage/north-america?branch=master,,"The following referenced link [http://oregon-point.com/northwest-point/] supports HTTPS. Please change the link to use HTTPS.
 Link Text: [NorthWest POINT],
 URL: ""http://oregon-point.com/northwest-point/""",False
North America Transit Coverage,https://github.com/MicrosoftDocs/bingmaps-docs/blob/master/BingMaps/coverage/transit-coverage/north-america.md,richbrun,https://review.docs.microsoft.com/en-us/BingMaps/coverage/transit-coverage/north-america?branch=master,,"The following referenced link [http://cohoferry.com/] supports HTTPS. Please change the link to use HTTPS.
 Link Text: [Black Ball Ferry Line],
 URL: ""http://cohoferry.com/""",False
North America Transit Coverage,https://github.com/MicrosoftDocs/bingmaps-docs/blob/master/BingMaps/coverage/transit-coverage/north-america.md,richbrun,https://review.docs.microsoft.com/en-us/BingMaps/coverage/transit-coverage/north-america?branch=master,,"The following referenced link [http://www.cityofsantamaria.org/home/showdocument?id=6159] supports HTTPS. Please change the link to use HTTPS.
 Link Text: [Santa Maria Area Transit],
 URL: ""http://www.cityofsantamaria.org/home/showdocument?id=6159""",False
